Landkreis,ID_LK_SK,LK_SK,Bundesland,age_covid_0_34_%,age_covid_35_59_%,age_covid_60+_%,age_covid_unknown_%,gender_covid_f_%,gender_covid_m_%,gender_covid_unknown_%,Sterberate_%
LK Eichstätt,9176,LK,Bayern,25.34246575342466,50.34246575342466,24.315068493150687,0.0,54.230769230769226,45.76923076923077,0.0,6.164383561643835
LK Elbe-Elster,12062,LK,Brandenburg,24.675324675324674,40.25974025974026,35.064935064935064,0.0,50.70422535211267,49.29577464788733,0.0,3.896103896103896
LK Emmendingen,8316,LK,Baden-Württemberg,17.78202676864245,40.152963671128106,42.06500956022944,0.0,54.623655913978496,45.376344086021504,0.0,7.648183556405354
LK Emsland,3454,LK,Niedersachsen,33.408071748878925,36.99551569506727,29.596412556053814,0.0,52.63157894736842,47.11779448621554,0.2506265664160401,5.605381165919283
LK Ennepe-Ruhr-Kreis,5954,LK,Nordrhein-Westfalen,33.4841628959276,45.248868778280546,21.266968325791854,0.0,47.699757869249396,52.300242130750604,0.0,3.167420814479638
LK Enzkreis,8236,LK,Baden-Württemberg,28.96341463414634,43.75,26.52439024390244,0.7621951219512195,51.3184584178499,48.073022312373226,0.6085192697768762,2.8963414634146343
LK Erding,9177,LK,Bayern,35.78431372549019,43.95424836601307,20.26143790849673,0.0,47.53086419753087,52.46913580246913,0.0,1.9607843137254901
LK Erlangen-Höchstadt,9572,LK,Bayern,24.390243902439025,43.08943089430895,32.52032520325203,0.0,50.43478260869565,49.56521739130435,0.0,3.2520325203252036
LK Erzgebirgskreis,14521,LK,Sachsen,18.4115523465704,38.08664259927797,43.501805054151625,0.0,55.0321199143469,44.96788008565311,0.0,7.761732851985561
LK Esslingen,8116,LK,Baden-Württemberg,24.848818031885653,38.75755909840572,36.39362286970863,0.0,52.450980392156865,47.549019607843135,0.0,6.212204507971413
LK Euskirchen,5366,LK,Nordrhein-Westfalen,33.47547974413646,40.72494669509595,25.79957356076759,0.0,54.285714285714285,45.714285714285715,0.0,4.477611940298507
LK Forchheim,9474,LK,Bayern,33.17307692307692,44.230769230769226,22.596153846153847,0.0,50.0,50.0,0.0,1.9230769230769231
LK Freising,9178,LK,Bayern,23.84937238493724,40.06276150627615,35.98326359832636,0.10460251046025104,51.60891089108911,48.39108910891089,0.0,4.393305439330543
LK Freudenstadt,8237,LK,Baden-Württemberg,19.85940246045694,46.57293497363796,33.567662565905096,0.0,54.69387755102041,45.30612244897959,0.0,6.502636203866433
LK Freyung-Grafenau,9272,LK,Bayern,23.83419689119171,39.37823834196891,36.787564766839374,0.0,56.25,43.75,0.0,6.217616580310881
LK Friesland,3455,LK,Niedersachsen,25.0,37.5,37.5,0.0,34.375,65.625,0.0,3.125
LK Fulda,6631,LK,Hessen,34.08450704225352,42.53521126760563,23.380281690140844,0.0,51.54320987654321,48.45679012345679,0.0,3.3802816901408446
LK Fürstenfeldbruck,9179,LK,Bayern,29.477196885428253,42.380422691879865,28.142380422691883,0.0,48.89502762430939,51.10497237569061,0.0,3.8932146829810903
LK Fürth,9573,LK,Bayern,17.741935483870968,30.846774193548388,51.41129032258065,0.0,56.393442622950815,43.278688524590166,0.32786885245901637,11.491935483870968
LK Garmisch-Partenkirchen,9180,LK,Bayern,25.435540069686414,38.32752613240418,36.23693379790941,0.0,55.2,44.800000000000004,0.0,6.2717770034843205
LK Germersheim,7334,LK,Rheinland-Pfalz,22.448979591836736,53.74149659863946,23.809523809523807,0.0,48.93617021276596,51.06382978723404,0.0,3.4013605442176873
LK Gießen,6531,LK,Hessen,37.704918032786885,43.85245901639344,18.442622950819672,0.0,43.459915611814345,56.540084388185655,0.0,1.639344262295082
LK Gifhorn,3151,LK,Niedersachsen,29.25170068027211,42.17687074829932,28.57142857142857,0.0,49.6124031007752,50.3875968992248,0.0,2.7210884353741496
LK Goslar,3153,LK,Niedersachsen,20.155038759689923,37.2093023255814,42.63565891472868,0.0,62.34817813765182,37.65182186234818,0.0,9.689922480620156
LK Gotha,16067,LK,Thüringen,24.25249169435216,37.2093023255814,38.53820598006645,0.0,57.19557195571956,42.80442804428044,0.0,9.966777408637874
LK Grafschaft Bentheim,3456,LK,Niedersachsen,23.553719008264462,41.32231404958678,35.12396694214876,0.0,47.94520547945205,52.054794520547944,0.0,7.43801652892562
LK Greiz,16076,LK,Thüringen,15.68,38.4,45.92,0.0,60.249554367201426,39.750445632798574,0.0,7.359999999999999
LK Groß-Gerau,6433,LK,Hessen,31.32075471698113,47.35849056603774,21.32075471698113,0.0,48.379629629629626,51.620370370370374,0.0,2.2641509433962264
LK Göppingen,8117,LK,Baden-Württemberg,25.868725868725868,40.66924066924067,33.46203346203346,0.0,51.23367198838898,48.76632801161103,0.0,5.019305019305019
LK Görlitz,14626,LK,Sachsen,19.33085501858736,37.174721189591075,43.49442379182156,0.0,57.692307692307686,42.30769230769231,0.0,8.550185873605948
LK Göttingen,3159,LK,Niedersachsen,29.09090909090909,30.481283422459892,40.106951871657756,0.32085561497326204,57.82664941785253,41.785252263906855,0.38809831824062097,7.700534759358289
LK Günzburg,9774,LK,Bayern,27.73109243697479,41.596638655462186,30.672268907563026,0.0,54.67289719626168,45.32710280373832,0.0,1.680672268907563
LK Gütersloh,5754,LK,Nordrhein-Westfalen,22.091310751104565,55.670103092783506,22.091310751104565,0.14727540500736377,48.88507718696398,50.943396226415096,0.17152658662092624,2.945508100147275
LK Hameln-Pyrmont,3252,LK,Niedersachsen,22.58064516129032,36.29032258064516,41.12903225806452,0.0,52.21238938053098,47.78761061946903,0.0,5.64516129032258
LK Harburg,3353,LK,Niedersachsen,37.85310734463277,40.11299435028249,22.033898305084744,0.0,46.84014869888476,53.159851301115246,0.0,2.4482109227871938
LK Harz,15085,LK,Sachsen-Anhalt,49.224806201550386,35.27131782945737,15.503875968992247,0.0,43.03030303030303,56.96969696969697,0.0,1.550387596899225
LK Havelland,12063,LK,Brandenburg,22.413793103448278,52.87356321839081,24.71264367816092,0.0,53.216374269005854,46.783625730994146,0.0,3.4482758620689653
LK Haßberge,9674,LK,Bayern,37.03703703703704,37.03703703703704,25.925925925925924,0.0,51.92307692307693,48.07692307692308,0.0,3.7037037037037033
LK Heidekreis,3358,LK,Niedersachsen,36.986301369863014,43.83561643835616,19.17808219178082,0.0,50.70422535211267,49.29577464788733,0.0,2.73972602739726
LK Heidenheim,8135,LK,Baden-Württemberg,34.5703125,33.3984375,31.640625,0.390625,51.75202156334232,48.24797843665768,0.0,7.8125
LK Heilbronn,8125,LK,Baden-Württemberg,25.026511134676564,43.584305408271476,31.38918345705196,0.0,51.77914110429448,48.22085889570552,0.0,4.3478260869565215
LK Heinsberg,5370,LK,Nordrhein-Westfalen,27.152667723190703,42.04965662968833,30.744849445324878,0.05282620179609086,50.56553559547572,49.36793080505655,0.0665335994677312,3.6978341257263603
LK Helmstedt,3154,LK,Niedersachsen,30.49645390070922,46.09929078014184,22.69503546099291,0.7092198581560284,49.122807017543856,50.877192982456144,0.0,0.7092198581560284
LK Herford,5758,LK,Nordrhein-Westfalen,29.909365558912388,46.52567975830816,23.564954682779458,0.0,52.94117647058824,47.05882352941176,0.0,2.1148036253776437
LK Hersfeld-Rotenburg,6632,LK,Hessen,20.346320346320347,41.99134199134199,37.66233766233766,0.0,55.483870967741936,44.516129032258064,0.0,9.523809523809524
LK Herzogtum Lauenburg,1053,LK,Schleswig-Holstein,28.67924528301887,44.528301886792455,26.79245283018868,0.0,53.87755102040816,46.12244897959184,0.0,6.037735849056604
LK Hildburghausen,16069,LK,Thüringen,19.642857142857142,55.35714285714286,25.0,0.0,52.0,48.0,0.0,1.7857142857142856
LK Hildesheim,3254,LK,Niedersachsen,31.82957393483709,48.1203007518797,20.050125313283207,0.0,47.77777777777778,52.22222222222223,0.0,1.5037593984962405
LK Hochsauerlandkreis,5958,LK,Nordrhein-Westfalen,27.42200328407225,40.558292282430216,32.01970443349754,0.0,53.61216730038023,46.38783269961977,0.0,2.7914614121510675
LK Hochtaunuskreis,6434,LK,Hessen,21.403508771929825,50.877192982456144,27.719298245614034,0.0,51.908396946564885,48.091603053435115,0.0,1.7543859649122806
LK Hof,9475,LK,Bayern,25.586854460093893,37.558685446009385,36.85446009389671,0.0,54.871794871794876,45.12820512820513,0.0,7.511737089201878
LK Hohenlohekreis,8126,LK,Baden-Württemberg,20.51948051948052,39.48051948051948,39.61038961038961,0.38961038961038963,51.985559566786996,48.014440433213,0.0,6.103896103896104
LK Holzminden,3255,LK,Niedersachsen,17.92452830188679,32.075471698113205,50.0,0.0,62.76595744680851,37.234042553191486,0.0,6.60377358490566
LK Höxter,5762,LK,Nordrhein-Westfalen,21.38888888888889,41.94444444444444,36.666666666666664,0.0,54.51713395638629,45.482866043613704,0.0,4.722222222222222
LK Ilm-Kreis,16070,LK,Thüringen,22.22222222222222,44.44444444444444,33.33333333333333,0.0,48.0,52.0,0.0,4.444444444444445
LK Jerichower Land,15086,LK,Sachsen-Anhalt,18.181818181818183,51.515151515151516,30.303030303030305,0.0,45.45454545454545,54.54545454545454,0.0,6.0606060606060606
LK Kaiserslautern,7335,LK,Rheinland-Pfalz,36.27450980392157,45.09803921568628,18.627450980392158,0.0,56.00000000000001,44.0,0.0,0.0
LK Karlsruhe,8215,LK,Baden-Württemberg,21.406411582213032,39.40020682523268,39.193381592554296,0.0,53.51351351351351,46.48648648648649,0.0,8.169596690796277
LK Kassel,6633,LK,Hessen,23.697916666666664,42.1875,34.11458333333333,0.0,53.779069767441854,46.22093023255814,0.0,7.291666666666667
LK Kelheim,9273,LK,Bayern,26.185101580135438,43.792325056433405,30.02257336343115,0.0,54.59317585301837,45.40682414698163,0.0,7.900677200902935
LK Kitzingen,9675,LK,Bayern,42.40837696335078,30.36649214659686,26.701570680628272,0.5235602094240838,50.0,50.0,0.0,1.5706806282722512
LK Kleve,5154,LK,Nordrhein-Westfalen,25.581395348837212,45.00683994528043,28.59097127222982,0.8207934336525308,52.264808362369344,47.73519163763066,0.0,4.924760601915184
LK Konstanz,8335,LK,Baden-Württemberg,30.257510729613735,44.4206008583691,25.321888412017167,0.0,50.0,50.0,0.0,3.2188841201716736
LK Kronach,9476,LK,Bayern,29.936305732484076,47.77070063694268,22.29299363057325,0.0,54.0,45.33333333333333,0.6666666666666667,1.910828025477707
LK Kulmbach,9477,LK,Bayern,33.33333333333333,42.79835390946502,23.868312757201647,0.0,54.741379310344826,45.258620689655174,0.0,4.526748971193416
LK Kusel,7336,LK,Rheinland-Pfalz,27.77777777777778,56.666666666666664,15.555555555555555,0.0,41.46341463414634,58.536585365853654,0.0,1.1111111111111112
LK Kyffhäuserkreis,16065,LK,Thüringen,26.666666666666668,55.55555555555556,17.77777777777778,0.0,48.888888888888886,51.11111111111111,0.0,0.0
LK Lahn-Dill-Kreis,6532,LK,Hessen,20.99125364431487,49.27113702623907,29.737609329446062,0.0,55.5921052631579,44.40789473684211,0.0,5.247813411078718
LK Landsberg a.Lech,9181,LK,Bayern,35.06849315068493,41.917808219178085,23.013698630136986,0.0,48.07692307692308,51.92307692307693,0.0,2.73972602739726
LK Landshut,9274,LK,Bayern,23.476968796433876,36.99851411589896,39.524517087667164,0.0,52.54237288135594,47.45762711864407,0.0,4.3090638930163445
LK Leer,3457,LK,Niedersachsen,25.0,43.57142857142857,31.428571428571427,0.0,47.368421052631575,52.63157894736842,0.0,2.142857142857143
LK Leipzig,14729,LK,Sachsen,24.870466321243523,48.704663212435236,26.42487046632124,0.0,50.595238095238095,49.404761904761905,0.0,2.072538860103627
LK Lichtenfels,9478,LK,Bayern,29.411764705882355,38.4083044982699,32.17993079584775,0.0,55.03875968992248,44.96124031007752,0.0,5.190311418685121
LK Limburg-Weilburg,6533,LK,Hessen,32.8719723183391,44.29065743944637,22.837370242214533,0.0,50.184501845018445,49.815498154981555,0.0,2.0761245674740483
LK Lindau,9776,LK,Bayern,33.75,41.25,25.0,0.0,47.3170731707317,52.6829268292683,0.0,3.3333333333333335
LK Lippe,5766,LK,Nordrhein-Westfalen,28.49462365591398,41.12903225806452,30.376344086021508,0.0,54.55974842767296,45.44025157232704,0.0,3.8978494623655915
LK Ludwigsburg,8118,LK,Baden-Württemberg,25.056561085972852,41.911764705882355,33.03167420814479,0.0,50.48543689320388,49.44521497919556,0.06934812760055478,4.072398190045249
LK Ludwigslust-Parchim,13076,LK,Mecklenburg-Vorpommern,30.0,37.5,32.5,0.0,40.78947368421053,59.210526315789465,0.0,2.5
LK Lörrach,8336,LK,Baden-Württemberg,20.87087087087087,40.24024024024024,38.88888888888889,0.0,52.24625623960066,47.42096505823628,0.33277870216306155,8.85885885885886
LK Lüchow-Dannenberg,3354,LK,Niedersachsen,15.789473684210526,31.57894736842105,52.63157894736842,0.0,63.1578947368421,36.84210526315789,0.0,15.789473684210526
LK Lüneburg,3355,LK,Niedersachsen,49.70414201183432,39.64497041420118,10.650887573964498,0.0,48.717948717948715,51.28205128205128,0.0,0.0
LK Main-Kinzig-Kreis,6435,LK,Hessen,28.47769028871391,40.813648293963254,30.577427821522306,0.13123359580052493,54.46428571428571,45.535714285714285,0.0,5.774278215223097
LK Main-Spessart,9677,LK,Bayern,33.97435897435898,38.46153846153847,27.564102564102566,0.0,53.06122448979592,46.93877551020408,0.0,3.8461538461538463
LK Main-Tauber-Kreis,8128,LK,Baden-Württemberg,25.252525252525253,45.707070707070706,29.040404040404038,0.0,51.16959064327485,48.24561403508772,0.5847953216374269,2.525252525252525
LK Main-Taunus-Kreis,6436,LK,Hessen,21.282798833819243,50.72886297376093,27.988338192419825,0.0,48.97959183673469,50.68027210884354,0.3401360544217687,3.7900874635568513
LK Mainz-Bingen,7339,LK,Rheinland-Pfalz,26.107226107226104,38.92773892773892,34.4988344988345,0.4662004662004662,52.57731958762887,47.16494845360825,0.25773195876288657,5.827505827505827
LK Mansfeld-Südharz,15087,LK,Sachsen-Anhalt,33.9622641509434,33.9622641509434,32.075471698113205,0.0,47.91666666666667,52.083333333333336,0.0,3.7735849056603774
LK Marburg-Biedenkopf,6534,LK,Hessen,29.230769230769234,49.23076923076923,21.53846153846154,0.0,50.83798882681564,49.162011173184354,0.0,1.5384615384615385
LK Mayen-Koblenz,7137,LK,Rheinland-Pfalz,17.008797653958943,42.81524926686217,39.29618768328446,0.8797653958944283,48.20717131474104,51.39442231075697,0.398406374501992,4.105571847507331
LK Mecklenburgische Seenplatte,13071,LK,Mecklenburg-Vorpommern,29.03225806451613,43.54838709677419,27.419354838709676,0.0,50.442477876106196,49.557522123893804,0.0,2.4193548387096775
LK Meißen,14627,LK,Sachsen,22.317596566523605,43.34763948497854,34.33476394849785,0.0,59.388646288209614,40.61135371179039,0.0,8.15450643776824
LK Merzig-Wadern,10042,LK,Saarland,27.884615384615387,41.34615384615385,30.76923076923077,0.0,54.088050314465406,45.911949685534594,0.0,0.9615384615384616
LK Mettmann,5158,LK,Nordrhein-Westfalen,24.559585492227978,40.829015544041454,34.61139896373057,0.0,52.496954933008524,47.503045066991476,0.0,8.186528497409325
LK Miesbach,9182,LK,Bayern,25.299145299145298,49.743589743589745,24.957264957264957,0.0,48.3739837398374,51.6260162601626,0.0,1.8803418803418803
LK Miltenberg,9676,LK,Bayern,28.2312925170068,47.61904761904761,24.149659863945576,0.0,50.179211469534046,49.82078853046595,0.0,1.7006802721088436
LK Minden-Lübbecke,5770,LK,Nordrhein-Westfalen,26.272912423625254,46.02851323828921,27.698574338085542,0.0,49.88066825775656,50.11933174224343,0.0,2.240325865580448
LK Mittelsachsen,14522,LK,Sachsen,21.875,47.65625,30.46875,0.0,58.97435897435898,41.02564102564102,0.0,3.515625
LK Märkisch-Oderland,12064,LK,Brandenburg,31.896551724137932,47.41379310344828,20.689655172413794,0.0,47.66355140186916,52.336448598130836,0.0,1.7241379310344827
LK Märkischer Kreis,5962,LK,Nordrhein-Westfalen,25.9567387687188,46.25623960066555,27.787021630615637,0.0,51.78907721280602,48.21092278719397,0.0,4.9916805324459235
LK Mühldorf a.Inn,9183,LK,Bayern,31.32530120481928,35.34136546184739,33.33333333333333,0.0,54.5662100456621,45.4337899543379,0.0,5.421686746987952
LK München,9184,LK,Bayern,29.15472779369627,42.550143266475644,28.223495702005728,0.07163323782234957,48.165869218500795,48.644338118022326,3.1897926634768736,5.157593123209169
LK Neckar-Odenwald-Kreis,8225,LK,Baden-Württemberg,24.31818181818182,41.590909090909086,34.090909090909086,0.0,51.392405063291136,48.60759493670886,0.0,4.772727272727273
LK Neu-Ulm,9775,LK,Bayern,25.46728971962617,36.68224299065421,37.850467289719624,0.0,50.72463768115942,49.275362318840585,0.0,6.074766355140187
LK Neuburg-Schrobenhausen,9185,LK,Bayern,30.513595166163142,41.08761329305136,28.3987915407855,0.0,53.55648535564853,45.60669456066946,0.8368200836820083,4.229607250755287
LK Neumarkt i.d.OPf.,9373,LK,Bayern,31.758530183727036,38.320209973753286,29.92125984251969,0.0,53.74149659863946,46.25850340136054,0.0,3.937007874015748
LK Neunkirchen,10043,LK,Saarland,25.096525096525095,42.084942084942085,32.818532818532816,0.0,52.63157894736842,45.933014354066984,1.4354066985645932,3.861003861003861
LK Neustadt a.d.Aisch-Bad Windsheim,9575,LK,Bayern,26.446280991735538,47.5206611570248,26.033057851239672,0.0,51.813471502590666,48.18652849740933,0.0,2.479338842975207
LK Neustadt a.d.Waldnaab,9374,LK,Bayern,22.954822954822955,37.48473748473749,39.56043956043956,0.0,50.70422535211267,49.29577464788733,0.0,8.669108669108669
LK Neuwied,7138,LK,Rheinland-Pfalz,25.70093457943925,45.32710280373832,27.102803738317753,1.8691588785046727,43.57142857142857,46.42857142857143,10.0,1.8691588785046727
LK Nienburg (Weser),3256,LK,Niedersachsen,24.324324324324326,48.64864864864865,27.027027027027028,0.0,49.29577464788733,50.70422535211267,0.0,5.405405405405405
LK Nordfriesland,1054,LK,Schleswig-Holstein,39.325842696629216,35.95505617977528,24.719101123595504,0.0,55.294117647058826,44.70588235294118,0.0,1.1235955056179776
LK Nordhausen,16062,LK,Thüringen,25.0,54.6875,20.3125,0.0,45.3125,54.6875,0.0,3.125
LK Nordsachsen,14730,LK,Sachsen,29.577464788732392,50.70422535211267,19.718309859154928,0.0,49.03846153846153,50.96153846153846,0.0,0.0
LK Nordwestmecklenburg,13074,LK,Mecklenburg-Vorpommern,31.645569620253166,45.56962025316456,22.78481012658228,0.0,47.2972972972973,52.702702702702695,0.0,1.2658227848101267
LK Northeim,3155,LK,Niedersachsen,29.838709677419356,38.70967741935484,31.451612903225808,0.0,52.10084033613446,47.05882352941176,0.8403361344537815,4.032258064516129
LK Nürnberger Land,9574,LK,Bayern,22.88,43.519999999999996,33.6,0.0,52.886405959031656,46.927374301675975,0.186219739292365,7.199999999999999
LK Oberallgäu,9780,LK,Bayern,27.472527472527474,48.35164835164835,24.175824175824175,0.0,51.41242937853108,48.58757062146893,0.0,3.8461538461538463
LK Oberbergischer Kreis,5374,LK,Nordrhein-Westfalen,26.3265306122449,44.69387755102041,28.97959183673469,0.0,52.50596658711218,47.49403341288782,0.0,3.6734693877551026
LK Oberhavel,12065,LK,Brandenburg,39.80891719745223,42.038216560509554,18.152866242038215,0.0,44.96124031007752,55.03875968992248,0.0,2.8662420382165608
LK Oberspreewald-Lausitz,12066,LK,Brandenburg,19.607843137254903,41.17647058823529,39.21568627450981,0.0,60.0,40.0,0.0,3.9215686274509802
LK Odenwaldkreis,6437,LK,Hessen,15.970515970515969,35.62653562653563,48.402948402948404,0.0,56.30252100840336,43.69747899159664,0.0,14.987714987714988
LK Oder-Spree,12067,LK,Brandenburg,24.242424242424242,52.27272727272727,23.484848484848484,0.0,49.21875,50.78125,0.0,1.5151515151515151
LK Offenbach,6438,LK,Hessen,27.027027027027028,41.81240063593005,31.160572337042925,0.0,48.95833333333333,51.041666666666664,0.0,6.359300476947535
LK Oldenburg,3458,LK,Niedersachsen,25.892857142857146,39.285714285714285,34.82142857142857,0.0,56.59340659340659,43.40659340659341,0.0,6.25
LK Olpe,5966,LK,Nordrhein-Westfalen,21.855345911949687,42.61006289308176,35.53459119496855,0.0,58.076225045372055,41.92377495462795,0.0,8.80503144654088
LK Ortenaukreis,8317,LK,Baden-Württemberg,18.28761429758936,41.64588528678304,40.0665004156276,0.0,56.89488910318226,43.10511089681774,0.0,10.30756442227764
LK Osnabrück,3459,LK,Niedersachsen,25.33112582781457,43.87417218543047,30.79470198675497,0.0,53.37620578778135,46.08788853161844,0.5359056806002144,5.132450331125828
LK Ostalbkreis,8136,LK,Baden-Württemberg,42.020497803806734,35.94436310395315,22.035139092240115,0.0,48.724489795918366,50.38265306122449,0.8928571428571428,2.635431918008785
